BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Bugs
1,0,1,1,1,1,6,19.22,6.19,735.95,0.04,28,0.16,40.89,9,19,8,11,6,0
1,0,1,1,1,1,10,21.06,8.36,1470.86,0.06,44,0.12,81.71,13,31,7,9,10,0
1,0,1,1,1,1,7,17.36,6.75,791.15,0.04,30,0.15,43.95,9,21,6,9,7,0
1,0,2,1,1,1,8,25.29,7.22,1319.22,0.06,43,0.14,73.29,13,30,9,10,8,0
3,1,1,2,1,1,9,22.66,10.31,2409.37,0.08,55,0.1,133.85,15,40,8,11,10,1
3,0,1,2,1,1,10,19.46,11.79,2703,0.08,55,0.08,150.17,15,40,7,11,10,0
1,0,1,1,1,1,7,23.5,5.5,710.97,0.04,31,0.18,39.5,11,20,9,9,7,0
5,0,0,3,3,1,12,18.58,9.6,1712.42,0.06,40,0.1,95.13,16,24,10,12,12,0
3,1,1,2,2,1,7,20.23,4.44,399.66,0.03,22,0.23,22.2,10,12,9,8,8,0
3,0,1,2,2,1,8,20.23,4.44,399.66,0.03,22,0.23,22.2,10,12,9,8,8,0
5,1,1,3,2,3,24,18.24,30.58,17051.32,0.19,116,0.03,947.3,53,63,13,15,25,1
1,2,0,1,1,1,7,19.64,5.5,594,0.04,27,0.18,33,11,16,8,8,9,0
3,0,0,2,2,1,8,16.19,9.44,1444.3,0.05,36,0.11,80.24,17,19,9,10,8,0
3,0,3,2,2,1,10,40.24,4.43,790.81,0.06,40,0.23,43.93,19,21,15,7,10,0
3,1,0,2,1,1,14,20.48,14.77,4470.34,0.1,66,0.07,248.35,25,41,11,13,15,1
7,20,5,4,4,1,2,21.59,13.59,3988.08,0.1,64,0.07,221.56,23,41,11,13,22,1
3,0,0,2,1,1,7,11.46,7.5,644.64,0.03,22,0.13,35.81,10,12,6,9,7,0
7,1,5,4,4,1,26,23.42,21.94,11272.23,0.17,101,0.05,626.23,39,62,16,18,27,1
7,1,5,4,4,1,26,23.42,21.94,11272.23,0.17,101,0.05,626.23,39,62,16,18,27,0
7,1,5,4,4,1,26,23.42,21.94,11272.23,0.17,101,0.05,626.23,39,62,16,18,27,1
1,0,0,1,1,1,2,5.8,2,23.22,0,5,0.5,1.29,1,4,1,4,2,0
1,0,0,1,1,1,3,12.85,3.5,157.4,0.01,13,0.29,8.74,4,9,4,7,3,0
1,0,0,1,1,1,11,20.15,15.43,4795.77,0.1,84,0.06,266.43,36,48,7,6,11,0
9,6,11,5,4,1,40,32.18,22.75,16658.75,0.24,154,0.04,925.49,49,105,14,13,46,1
23,11,17,12,10,4,74,71.39,24.46,42701.09,0.58,291,0.04,2372.28,125,166,46,18,85,1
5,1,2,3,3,1,16,17.66,17.5,5408.68,0.1,65,0.06,300.48,28,37,12,15,17,1
1,8,6,1,1,1,6,21.37,13.3,3780.76,0.09,62,0.08,210.04,19,43,10,14,14,1
3,3,0,2,1,1,8,18.7,10.18,1938.6,0.06,41,0.1,107.7,16,25,11,14,11,0
1,0,1,1,1,1,4,19.03,4.08,317.31,0.03,21,0.24,17.63,7,14,6,7,4,0
5,10,4,3,1,1,2,20.67,7.94,1304.74,0.05,38,0.13,72.49,13,25,9,11,12,1
9,0,5,5,4,1,41,46.59,20.85,20251.07,0.32,173,0.05,1125.06,86,87,33,16,41,0
7,4,11,4,3,1,23,18.2,36.93,24819.33,0.22,130,0.03,1378.85,47,83,14,22,27,1
13,7,2,7,2,5,29,22.98,22.76,11910.2,0.17,102,0.04,661.68,43,59,17,18,36,1
6,0,4,5,5,1,25,26.68,22.5,13507.21,0.2,118,0.04,750.4,40,78,16,18,25,0
5,0,6,4,4,1,33,31.97,26.1,21778.37,0.28,159,0.04,1209.91,58,101,20,18,33,0
1,0,1,1,1,1,4,23.44,4,375.06,0.03,24,0.25,20.84,7,17,7,8,4,0
5,0,6,4,4,1,33,31.97,26.1,21778.37,0.28,159,0.04,1209.91,58,101,20,18,33,0
1,0,1,1,1,1,4,17.25,6.29,681.48,0.04,26,0.16,37.86,8,18,7,11,4,0
6,0,6,5,5,1,30,25.36,25.88,16988.95,0.22,126,0.04,943.83,44,82,17,20,30,0
5,1,3,3,3,1,22,22.3,13.8,4246.27,0.1,69,0.07,235.9,23,46,10,12,23,1
7,3,7,4,1,1,21,21.19,14.3,4333.9,0.1,69,0.07,240.77,26,43,10,11,24,0
5,1,5,3,2,1,15,16.6,11.38,2148.39,0.06,43,0.09,119.36,14,29,8,13,16,1
3,0,2,2,2,1,17,22.93,9.27,1971.45,0.07,47,0.11,109.53,17,30,11,12,17,0
3,1,0,2,1,1,9,16.64,8.94,1328.8,0.05,35,0.11,73.82,13,22,8,11,10,1
1,0,0,1,1,1,10,19.15,8.36,1337.14,0.05,40,0.12,74.29,13,27,7,9,10,0
5,0,2,3,1,3,22,30.36,13,5130.52,0.13,83,0.08,285.03,28,55,14,13,22,0
3,1,2,2,1,1,18,27.2,10,2720.25,0.09,61,0.1,151.13,20,41,11,11,19,0
3,0,2,2,1,1,16,24.76,11,2995.56,0.09,62,0.09,166.42,20,42,10,11,16,0
6,8,0,4,2,1,37,35.88,23.06,19076.12,0.28,164,0.04,1059.78,49,115,17,16,45,1
1,0,0,1,1,1,7,17.94,6.75,817.52,0.04,31,0.15,45.42,9,22,6,9,7,0
1,0,0,1,1,1,11,21.27,10,2126.66,0.07,51,0.1,118.15,16,35,8,10,11,0
1,1,6,1,1,1,7,29.83,3.89,451.11,0.04,29,0.26,25.06,10,19,9,7,8,1
7,1,11,4,1,1,31,51.31,17.5,15713.29,0.3,178,0.06,872.96,70,108,22,11,32,1
5,3,3,3,2,1,8,8.09,21,3568.26,0.06,40,0.05,198.24,15,25,5,14,11,1
16,13,9,11,9,1,53,34.84,35,42678.84,0.41,197,0.03,2371.05,76,121,38,35,66,1
9,14,3,5,4,1,20,15.65,31.06,15095.42,0.16,109,0.03,838.63,43,66,9,13,34,1
1,1,0,1,1,1,5,16.3,4.08,271.98,0.02,18,0.24,15.11,7,11,6,7,6,1
6,2,4,4,4,1,29,29.51,15,6639.14,0.15,87,0.07,368.84,30,57,17,17,31,1
1,0,0,1,1,1,2,0,0,0,0,3,0,0,0,3,0,3,2,0
15,6,11,8,5,8,60,41.36,32,42352.03,0.44,256,0.03,2352.89,80,176,20,16,66,1
1,0,3,1,1,1,18,28.84,13.33,5127.24,0.13,101,0.08,284.85,20,81,6,8,18,0
1,0,3,1,1,1,10,19.66,9.6,1811.74,0.06,51,0.1,100.65,12,39,5,8,10,0
1,1,1,1,1,1,5,13.88,5.6,435.17,0.03,21,0.18,24.18,7,14,5,8,6,1
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,2,0
7,11,8,5,5,1,29,43.45,17.02,12581.62,0.25,131,0.06,698.98,47,84,29,21,40,1
5,2,6,3,3,1,20,30.43,15.17,6999.51,0.15,96,0.07,388.86,35,61,15,13,22,1
3,2,4,2,2,1,16,26.74,12.83,4403.53,0.11,73,0.08,244.64,22,51,12,14,18,1
11,24,10,7,5,4,31,66.27,30.44,61416.25,0.67,335,0.03,3412.01,119,216,43,22,55,1
5,2,4,3,3,1,31,32.42,21.5,14986.93,0.23,145,0.05,832.61,43,102,14,14,33,0
3,0,0,2,1,1,10,14.63,9.75,1390.58,0.05,33,0.1,77.25,13,20,8,12,10,0
15,15,3,8,1,1,41,28.48,37.78,40642.28,0.36,205,0.03,2257.9,68,137,18,20,56,1
1,0,0,1,1,1,12,23.98,8,1534.53,0.06,46,0.13,85.25,16,30,9,9,12,0
15,23,5,8,3,1,27,34.3,29.36,29575.64,0.34,188,0.03,1643.09,68,120,22,19,50,1
11,5,3,6,1,1,35,28.15,27,20519.43,0.25,147,0.04,1139.97,54,93,18,18,40,1
17,14,10,9,6,1,33,53.47,15.83,13404.4,0.28,157,0.06,744.69,57,100,27,15,47,1
3,2,1,2,2,1,8,13.65,11,1651.29,0.05,36,0.09,91.74,14,22,7,11,10,0
7,6,2,4,1,1,17,18.32,13.44,3312.04,0.08,57,0.07,184,22,35,9,11,23,1
7,3,2,4,2,1,23,12.12,25.67,7986.92,0.1,72,0.04,443.72,22,50,6,14,26,1
7,0,0,4,1,1,5,17.92,6.4,734.17,0.04,31,0.16,40.79,8,23,5,8,5,0
5,1,0,3,1,1,11,14.12,11,1708.56,0.05,38,0.09,94.92,12,26,6,11,12,1
5,1,2,3,2,1,14,12.24,14.57,2599.73,0.06,42,0.07,144.43,17,25,7,12,15,1
23,8,19,12,6,6,50,117.86,30.67,110843.58,1.2,533,0.03,6157.98,232,301,87,23,58,1
17,8,11,9,6,1,47,86.67,27.58,65929.86,0.8,376,0.04,3662.77,171,205,62,20,55,0
9,6,11,5,5,1,22,41.03,12.75,6670.63,0.17,102,0.08,370.59,34,68,20,15,28,1
7,0,3,4,2,1,22,18.61,23.33,10132.78,0.14,96,0.04,562.93,30,66,9,14,22,0
11,6,10,6,3,6,33,28.62,39.24,44060.1,0.37,211,0.03,2447.78,71,140,19,21,39,0
1,62,13,1,1,1,133,257.7,73.75,1401719.45,6.34,2867,0.01,77873.3,1180,1687,88,11,195,1
5,2,5,3,1,1,6,11.15,13,1884.3,0.05,33,0.08,104.68,13,20,7,14,8,1
9,2,6,5,3,1,25,28.01,16.89,7990.71,0.16,93,0.06,443.93,38,55,18,16,27,1
1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,2,0,0
3,1,1,2,1,1,11,22.46,10.39,2424.6,0.08,54,0.1,134.7,17,37,9,11,12,1
1,0,0,1,1,1,6,15.42,4.8,355.24,0.02,20,0.21,19.74,6,14,5,8,6,0
7,17,1,4,2,4,2,21.96,14,4304.47,0.1,70,0.07,239.14,21,49,9,12,19,1
29,27,11,15,9,10,51,32.25,50.79,83227.41,0.55,295,0.02,4623.75,106,189,24,23,78,1
9,15,13,5,3,1,30,34.26,27,24973.53,0.31,175,0.04,1387.42,63,112,21,18,45,1
1,0,0,1,1,1,10,21.06,8.36,1470.86,0.06,44,0.12,81.71,13,31,7,9,10,0
1,0,0,1,1,1,11,23.74,8.44,1689.91,0.07,49,0.12,93.88,15,34,8,9,11,0
3,1,0,2,2,1,11,27.68,8.25,1884.3,0.08,52,0.12,104.68,15,37,10,11,12,1
1,1,2,1,1,1,2,9,3,81,0.01,9,0.33,4.5,2,7,2,6,3,1
3,1,7,2,1,1,15,20.68,12.5,3231.69,0.09,62,0.08,179.54,25,37,9,9,16,1
13,9,0,7,4,7,18,18.44,22.5,9335.36,0.14,96,0.04,518.63,30,66,8,12,27,1
13,8,10,7,6,1,28,60.82,9.92,5988.69,0.2,115,0.1,332.71,43,72,26,12,36,1
1,0,0,1,1,1,7,22.72,7.56,1297.09,0.06,42,0.13,72.06,17,25,9,8,7,0
1,55,0,1,1,1,155,2246.32,11.67,306039.54,8.74,2833,0.09,17002.2,1403,1430,601,10,210,1
22,18,7,15,13,1,42,31.75,72.5,166891.74,0.77,400,0.01,9271.76,125,275,25,29,60,0
1,0,0,1,1,1,8,18.58,11,2247.77,0.07,57,0.09,124.88,22,35,6,6,8,0
1,0,0,1,1,1,8,18.58,11,2247.77,0.07,57,0.09,124.88,22,35,6,6,8,0
1,1,1,1,1,1,5,14.51,4.2,255.97,0.02,17,0.24,14.22,6,11,5,7,6,0
1,0,1,1,1,1,7,18.28,7.5,1027.99,0.05,36,0.13,57.11,15,21,7,7,7,0
7,4,6,4,3,3,29,52.95,17.71,16602.83,0.31,175,0.06,922.38,50,125,24,17,33,0
1,0,4,1,1,1,4,14.99,3,134.92,0.01,13,0.33,7.5,5,8,5,6,4,0
1,0,0,1,1,1,5,17.22,4.08,287.09,0.02,19,0.24,15.95,7,12,6,7,5,0
1,1,2,1,1,1,3,15.36,3.5,188.21,0.02,15,0.29,10.46,5,10,5,7,4,1
1,0,1,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,3,6,3,5,3,0
1,0,0,1,1,1,3,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,5,3,0
1,0,1,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,3,6,3,5,3,0
1,0,0,1,1,1,2,0,0,0,0,3,0,0,0,3,0,3,2,0
1,0,0,1,1,1,3,9.05,2,36.19,0.01,7,0.5,2,2,5,2,4,3,0
1,0,0,1,1,1,3,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,5,3,0
1,0,0,1,1,1,3,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,5,3,0
5,0,2,3,1,1,28,28.96,13.46,5249.74,0.13,82,0.07,291.65,29,53,14,13,28,0
5,2,2,3,1,1,27,31.25,16,7999.44,0.17,104,0.06,444.41,32,72,14,14,29,1
1,0,0,1,1,1,10,19.62,8.36,1370.57,0.05,41,0.12,76.14,13,28,7,9,10,0
1,0,0,1,1,1,10,22.5,8.36,1571.14,0.06,47,0.12,87.29,13,34,7,9,10,0
3,0,6,2,1,1,27,32.9,19,11878.01,0.21,133,0.05,659.89,38,95,13,13,27,0
3,0,5,2,1,1,26,33.15,19,11967.32,0.21,134,0.05,664.85,38,96,13,13,26,0
17,14,10,9,2,1,12,27,19.97,10770.44,0.18,100,0.05,598.36,33,67,19,23,26,1
15,4,8,8,2,1,18,26.2,18.41,8874.62,0.16,94,0.05,493.03,31,63,16,19,22,1
25,19,29,13,3,9,39,36.37,41.48,62590.96,0.5,266,0.02,3477.28,101,165,28,23,58,1
5,4,17,3,1,1,32,30.51,27.07,22353.19,0.28,170,0.04,1241.84,58,112,15,14,36,0
21,18,43,11,3,1,51,15.89,87.82,122506.36,0.47,279,0.01,6805.91,92,187,11,21,69,1
17,5,6,9,2,4,54,36.36,38.32,53395.15,0.46,241,0.03,2966.4,99,142,31,24,59,1
3,0,1,2,2,1,8,20.38,7.22,1062.83,0.05,33,0.14,59.05,10,23,9,13,8,0
7,3,0,4,2,4,7,18.39,9.17,1545.09,0.06,39,0.11,85.84,15,24,9,11,10,1
11,17,7,6,2,1,6,25.52,13,4312.2,0.11,69,0.08,239.57,26,43,14,14,23,1
3,2,0,2,1,1,11,28.24,7.14,1440.99,0.07,44,0.14,80.05,20,24,14,10,13,0
3,1,0,2,2,1,5,16.5,4.5,334.04,0.02,19,0.22,18.56,6,13,6,9,6,1
3,1,0,2,2,1,7,17.09,4.57,357.2,0.03,20,0.22,19.84,8,12,7,8,8,1
3,1,0,2,2,1,7,17.84,6.19,682.86,0.04,27,0.16,37.94,11,16,8,9,8,1
5,0,0,3,3,3,9,16.47,9.33,1434.82,0.05,35,0.11,79.71,14,21,9,12,9,0
5,2,1,3,2,3,7,22.4,7.33,1204.38,0.05,38,0.14,66.91,12,26,9,11,9,1
7,0,2,4,3,1,15,21.94,10.5,2418.38,0.08,49,0.1,134.35,21,28,13,13,15,0
3,0,0,2,2,1,8,16.23,4.57,339.34,0.02,19,0.22,18.85,8,11,7,8,8,0
1,0,0,1,1,1,4,11.23,2,44.92,0.01,8,0.5,2.5,3,5,3,4,4,0
5,1,0,3,2,1,10,22.99,4.44,454.16,0.03,25,0.23,25.23,10,15,9,8,11,1
3,0,0,2,2,1,8,17.09,4.57,357.2,0.03,20,0.22,19.84,8,12,7,8,8,0
5,0,0,3,3,1,14,23.96,9.69,2250.48,0.08,50,0.1,125.03,21,29,13,12,14,0
5,4,0,3,2,1,7,20.85,5,521.24,0.03,25,0.2,28.96,10,15,9,9,11,1
5,0,0,3,3,1,14,23.96,9.69,2250.48,0.08,50,0.1,125.03,21,29,13,12,14,0
3,1,0,2,1,1,11,21.93,8.25,1492.78,0.06,40,0.12,82.93,18,22,12,11,12,0
3,0,0,2,2,1,8,20.15,6,725.57,0.04,29,0.17,40.31,12,17,9,9,8,0
3,0,0,2,2,1,8,18.89,5.63,597.79,0.04,26,0.18,33.21,10,16,8,9,8,0
3,0,0,2,1,1,15,27.64,7.69,1635.44,0.07,47,0.13,90.86,20,27,13,10,15,0
3,0,0,2,2,1,8,16.23,4.57,339.34,0.02,19,0.22,18.85,8,11,7,8,8,0
9,0,0,5,2,5,11,18.96,10.11,1938.86,0.06,43,0.1,107.71,14,29,9,13,11,0
3,1,0,2,1,1,11,25.6,6.54,1094.35,0.06,37,0.15,60.8,17,20,13,10,12,0
1,0,0,1,1,1,3,9.05,2,36.19,0.01,7,0.5,2,2,5,2,4,3,0
5,1,2,3,3,1,15,24.04,10.4,2599.82,0.08,52,0.1,144.43,24,28,15,13,16,1
5,0,1,3,3,1,12,26.42,6.77,1210.43,0.06,39,0.15,67.25,16,23,13,11,12,0
5,1,0,3,2,1,11,15.97,11.05,1949.43,0.06,39,0.09,108.3,17,22,10,13,12,1
39,6,21,20,2,1,96,29.39,91.11,243939.5,0.89,472,0.01,13552.19,205,267,27,24,102,1
1,0,7,1,1,1,3,11,3,99,0.01,11,0.33,5.5,2,9,2,6,3,0
9,5,11,5,5,1,36,30.9,39.09,47217.09,0.4,224,0.03,2623.17,86,138,22,20,41,1
7,5,13,4,3,1,31,32.79,29.64,28803.52,0.32,178,0.03,1600.2,78,100,25,19,36,0
29,20,20,15,7,3,82,23.98,98.43,232360.35,0.79,425,0.01,12908.91,159,266,21,26,102,1
7,1,3,4,1,1,18,10.95,15.79,2728.99,0.06,40,0.06,151.61,17,23,7,13,19,1
3,4,4,2,1,1,11,30.01,11.76,4154.21,0.12,70,0.09,230.79,25,45,17,16,15,0
9,2,7,5,1,1,49,30.75,35.76,39329.66,0.37,218,0.03,2184.98,76,142,17,16,51,1
7,1,2,5,2,1,26,27.87,12.27,4193.22,0.11,69,0.08,232.96,23,46,15,16,27,1
1,0,0,1,1,1,4,15.5,4.5,313.92,0.02,21,0.22,17.44,6,15,4,6,4,0
25,11,16,13,6,5,52,27.67,49.46,67672.14,0.46,245,0.02,3759.56,91,154,23,25,63,1
9,9,14,5,1,3,36,36.38,29,30595,0.35,211,0.03,1699.72,58,153,16,16,45,1
3,3,2,2,2,1,9,18.89,9.82,1820.94,0.06,41,0.1,101.16,18,23,11,12,12,1
5,1,0,3,1,1,13,19.01,14.67,4089.46,0.09,58,0.07,227.19,22,36,12,16,14,1
7,21,1,4,1,1,20,42.54,15.53,10260.06,0.22,136,0.06,570,44,92,17,12,41,1
1,0,0,1,1,1,3,9,3,81,0.01,9,0.33,4.5,2,7,2,6,3,0
13,9,9,7,6,1,23,33.28,16.03,8555.65,0.18,111,0.06,475.31,37,74,15,13,32,1
17,4,5,9,3,1,29,20.17,30.46,18713.14,0.2,124,0.03,1039.61,44,80,13,18,33,1
17,1,6,9,2,7,28,13.48,33,14676.46,0.15,97,0.03,815.36,33,64,8,16,29,1
3,1,0,2,1,1,9,15.16,15,3411.47,0.08,51,0.07,189.53,14,37,7,15,10,1
7,0,6,4,1,4,13,14.41,10.5,1588.31,0.05,35,0.1,88.24,14,21,8,12,13,0
3,1,0,2,1,1,7,9.09,11,1100,0.03,25,0.09,61.11,10,15,5,11,8,0
5,14,4,3,1,1,4,12.12,13.2,2112,0.05,40,0.08,117.33,12,28,5,11,18,1
9,0,2,5,3,3,10,12.2,18,3953.09,0.07,50,0.06,219.62,18,32,7,14,10,0
1,3,0,1,1,1,3,17.58,6,632.92,0.04,27,0.17,35.16,8,19,6,9,6,1
3,0,0,2,1,1,15,15.71,19.38,5897.84,0.1,73,0.05,327.66,31,42,8,10,15,0
5,0,3,3,2,1,19,18.18,20.68,7775.68,0.13,82,0.05,431.98,35,47,11,13,19,0
15,12,27,8,3,1,105,108.11,36.96,147695.29,1.33,666,0.03,8205.29,290,376,51,13,117,1
1,0,4,1,1,1,6,22.5,2,90,0.02,15,0.5,5,4,11,4,4,6,0
3,2,0,2,1,1,6,10.38,9.9,1017.71,0.03,27,0.1,56.54,11,16,5,9,8,1
3,6,8,2,2,1,31,36.01,29.66,31674.07,0.36,205,0.03,1759.67,87,118,22,15,37,0
5,10,7,3,1,1,38,30.09,43.27,56334.14,0.43,277,0.02,3129.67,118,159,15,11,48,1
5,10,5,3,1,1,16,34.59,16,8854.91,0.18,126,0.06,491.94,52,74,13,8,26,1
9,37,18,5,1,1,155,132.94,61.45,501990.12,2.72,1235,0.02,27888.34,511,724,79,19,192,1
3,0,3,2,1,1,19,59.53,8.08,3883.41,0.16,93,0.12,215.74,42,51,26,10,19,1
5,3,2,3,1,1,64,44.68,37.34,62299.43,0.56,340,0.03,3461.08,129,211,19,11,67,1
5,24,19,3,2,1,55,74.79,38.6,111439.21,0.96,483,0.03,6191.07,193,290,45,18,79,1
3,0,8,2,2,1,13,35.04,3.85,519.3,0.04,33,0.26,28.85,11,22,10,7,13,1
1,4,1,1,1,1,18,17.87,28.58,14596.38,0.17,138,0.03,810.91,49,89,6,7,22,1
1,6,0,1,1,1,34,132.54,12.21,19761.56,0.54,293,0.08,1097.86,116,177,38,8,40,0
1,0,2,1,1,1,54,215.91,13.45,39084.89,0.97,486,0.07,2171.38,185,301,55,8,54,0
1,1,1,1,1,1,23,52.34,13.11,8997.69,0.23,146,0.08,499.87,59,87,18,8,24,1
1,6,1,1,1,1,2,25.9,5.14,685.11,0.04,36,0.19,38.06,12,24,7,6,8,0
1,13,0,1,1,1,5,61.05,10,6105.34,0.2,127,0.1,339.19,50,77,20,8,18,0
1,0,6,1,1,1,9,36.46,3,328.18,0.04,28,0.33,18.23,9,19,9,6,9,0
3,0,7,2,1,1,15,35.9,9.47,3221.11,0.11,70,0.11,178.95,31,39,18,11,15,0
3,0,2,2,1,1,9,13.68,9.63,1267.48,0.04,31,0.1,70.42,14,17,8,11,9,0
5,0,0,3,3,1,16,35.26,7.71,2098.48,0.09,61,0.13,116.58,27,34,14,8,16,0
5,1,6,3,2,1,15,32.92,10.73,3787.08,0.12,70,0.09,210.39,33,37,20,13,16,0
1,0,0,1,1,1,5,18.32,4.5,371.04,0.03,23,0.22,20.61,9,14,6,6,5,0
3,0,0,2,2,1,13,37.27,5.54,1143.35,0.07,47,0.18,63.52,18,29,13,8,13,0
11,0,5,6,4,3,35,32.04,22.26,15883.78,0.24,135,0.04,882.43,64,71,23,16,35,0
1,0,0,1,1,1,14,25.09,9.82,2418.71,0.08,57,0.1,134.37,24,33,11,9,14,0
11,0,5,6,3,3,37,32.64,23.38,17851.06,0.25,139,0.04,991.73,64,75,26,19,37,0
11,9,17,6,1,1,32,32.58,28.39,26259.72,0.31,185,0.04,1458.87,73,112,18,14,41,0
1,9,10,1,1,1,96,372.88,16.94,107059.51,2.11,918,0.06,5947.75,366,552,108,10,105,0
1,3,7,1,1,1,11,59.86,4.16,1034.06,0.08,55,0.24,57.45,19,36,16,7,14,1
3,1,10,2,2,1,28,49.24,12.67,7899.91,0.21,118,0.08,438.88,57,61,27,12,29,1
11,6,10,6,3,1,37,51.72,17.7,16202.08,0.31,172,0.06,900.12,59,113,25,15,43,1
5,2,2,3,2,1,196,201.95,50.69,518878.57,3.41,1472,0.02,28826.59,597,875,106,18,198,1
1,0,6,1,1,1,14,38.55,5.41,1127.78,0.07,50,0.18,62.65,17,33,11,7,14,0
3,7,4,2,1,1,5,15.69,10.29,1660.33,0.05,38,0.1,92.24,12,26,7,12,12,1
3,1,1,2,2,1,8,11.35,10.08,1154.03,0.04,28,0.1,64.11,11,17,6,11,9,0
13,7,11,7,5,1,26,34.86,26.4,24294.51,0.31,178,0.04,1349.7,66,112,20,16,33,1
11,0,3,6,1,1,21,15.38,23.25,8313.66,0.12,77,0.04,461.87,31,46,10,15,21,0
11,2,8,6,4,1,22,37.84,13.83,7233.63,0.17,102,0.07,401.87,53,49,23,12,24,0
3,1,1,2,2,1,9,11.2,8,716.99,0.03,25,0.13,39.83,8,17,4,8,10,1
15,10,13,8,6,1,56,34.93,44.48,69108.13,0.52,290,0.02,3839.34,139,151,25,16,66,1
3,1,19,2,2,1,23,24.41,17.27,7283.26,0.14,96,0.06,404.63,38,58,11,10,24,0
9,0,7,5,1,1,16,19.88,23.68,11146.31,0.16,99,0.04,619.24,51,48,14,13,16,0
3,1,4,2,2,1,12,18.1,9.63,1676.34,0.06,41,0.1,93.13,14,27,8,11,13,1
5,4,19,3,3,1,58,46.28,83.31,321184.78,1.29,702,0.01,17843.6,302,400,29,16,62,0
1,0,0,1,1,1,2,12.5,5.63,395.48,0.02,19,0.18,21.97,5,14,4,9,2,0
7,1,8,4,2,1,23,23.89,23,12637.26,0.18,108,0.04,702.07,46,62,17,17,24,1
3,8,5,2,2,1,20,38.14,38.52,56592.42,0.49,282,0.03,3144.02,113,169,22,15,28,1
37,68,28,19,5,3,92,85.05,84.51,607387.78,2.4,1094,0.01,33743.77,500,594,71,24,160,1
11,2,5,6,4,1,26,30.3,37.24,42015.91,0.38,215,0.03,2334.22,92,123,21,17,28,0
3,12,12,2,2,1,9,57.37,6.72,2590.56,0.13,74,0.15,143.92,28,46,25,12,21,1
7,19,34,4,2,1,24,79.68,11.59,10705.07,0.31,157,0.09,594.73,68,89,44,15,43,1
11,13,6,6,4,5,23,24.52,21.38,11200.69,0.17,103,0.05,622.26,38,65,16,18,36,1
7,5,4,4,3,1,13,23.66,13.46,4289.42,0.11,67,0.07,238.3,29,38,14,13,18,1
11,16,7,6,2,1,31,33.43,24.17,19526.57,0.27,148,0.04,1084.81,58,90,24,20,47,1
31,52,21,16,10,9,52,45.07,43.48,85224.2,0.65,339,0.02,4734.68,121,218,32,23,104,1
