BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Bugs
3,0,0,2,2,1,12,16.58,9.17,1393.33,0.05,38,0.11,77.41,11,27,6,10,15,0
1,0,0,1,1,1,15,20.22,10.29,2139.43,0.07,52,0.1,118.86,16,36,7,9,21,0
1,0,0,1,1,1,7,13.88,4.8,319.72,0.02,18,0.21,17.76,6,12,5,8,11,0
3,0,0,2,2,1,12,16.2,6.67,720,0.04,27,0.15,40,8,19,6,10,17,0
5,0,0,3,3,1,21,27.25,9.35,2381.95,0.08,58,0.11,132.33,17,41,10,11,25,0
19,0,4,10,10,9,48,46.69,17.67,14573.21,0.27,155,0.06,809.62,53,102,24,16,56,0
5,0,0,3,3,1,21,27.25,9.35,2381.95,0.08,58,0.11,132.33,17,41,10,11,25,1
5,0,2,3,3,1,35,50.53,11.27,6423.73,0.19,115,0.09,356.87,41,74,20,11,43,1
9,0,4,5,4,1,49,45.08,15.83,11291.12,0.24,138,0.06,627.28,56,82,23,13,59,0
23,0,9,12,11,5,104,77.47,23.29,42021.08,0.6,315,0.04,2334.5,118,197,38,15,120,0
11,0,2,6,6,1,41,48.72,15.43,11596.34,0.25,149,0.06,644.24,54,95,21,12,48,1
23,0,3,12,12,1,62,44.45,27.27,33061.94,0.4,231,0.04,1836.77,75,156,22,16,69,1
5,0,1,3,3,1,19,25.17,9.17,2114.77,0.08,51,0.11,117.49,20,31,12,11,23,0
5,0,1,3,3,1,19,25.17,9.17,2114.77,0.08,51,0.11,117.49,20,31,12,11,23,0
5,0,1,3,3,1,18,25.17,9.17,2114.77,0.08,51,0.11,117.49,20,31,12,11,22,0
11,0,2,6,6,1,41,45.99,16.2,12069,0.25,149,0.06,670.5,54,95,20,12,47,1
13,0,2,7,7,1,42,44.97,17.82,14278.39,0.27,155,0.06,793.24,56,99,22,14,48,1
17,0,2,9,9,1,50,49.62,20.7,21261.63,0.34,193,0.05,1181.2,69,124,25,15,58,1
3,0,1,2,2,1,21,68.36,7.74,4095.2,0.18,104,0.13,227.51,43,61,25,9,31,0
1,0,0,1,1,1,8,28.87,5.2,780.61,0.05,36,0.19,43.37,13,23,10,8,13,0
1,0,0,1,1,1,11,42.41,5.87,1459.6,0.08,55,0.17,81.09,22,33,15,8,17,0
7,0,0,4,4,1,25,68.24,12.33,10369.98,0.28,156,0.08,576.11,55,101,29,13,32,0
1,0,0,1,1,1,12,52.46,5.56,1619.04,0.1,62,0.18,89.95,25,37,18,8,17,0
1,0,0,1,1,1,20,73.32,7.33,3942.93,0.18,104,0.14,219.05,44,60,27,9,27,1
13,0,6,7,6,1,60,39.51,24,22758.88,0.32,177,0.04,1264.38,75,102,25,16,74,0
11,0,4,6,5,1,54,40.62,19.73,15808.22,0.27,155,0.05,878.23,62,93,22,14,65,1
5,0,0,3,3,1,20,17.03,10.08,1731.04,0.06,42,0.1,96.17,11,31,6,11,23,0
3,0,0,2,2,1,16,18.95,10.31,2015.11,0.07,46,0.1,111.95,15,31,8,11,20,0
3,0,0,2,2,1,10,11.92,9,965.81,0.04,29,0.11,53.66,8,21,4,9,13,0
3,0,2,2,2,1,24,29.77,11.7,4075.46,0.12,82,0.09,226.41,26,56,10,9,30,0
11,0,0,6,6,3,34,30.49,18.5,10434.98,0.19,120,0.05,579.72,37,83,13,13,38,0
9,0,2,5,5,1,50,27.84,23.65,15578.6,0.22,137,0.04,865.48,41,96,13,15,55,0
5,0,0,3,3,1,21,22.65,10.67,2576.83,0.08,55,0.09,143.16,16,39,9,12,24,0
17,0,1,9,9,9,32,28.74,16.88,8184.35,0.16,102,0.06,454.69,27,75,12,15,36,0
49,0,11,25,25,11,179,115.99,32.93,125808.33,1.27,606,0.03,6989.35,208,398,60,19,210,0
21,0,14,11,8,4,88,63.91,26.6,45222.23,0.57,289,0.04,2512.35,112,177,40,19,116,1
1,0,0,1,1,1,4,14.99,3,134.92,0.01,13,0.33,7.5,5,8,5,6,7,0
1,0,0,1,1,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,5,7,5,5,8,0
3,0,0,2,2,1,14,22.64,13,3826.19,0.1,66,0.08,212.57,26,40,11,11,23,0
7,0,0,4,4,1,20,30.6,11.37,3953.7,0.12,74,0.09,219.65,31,43,15,11,24,1
1,0,0,1,1,1,6,16.32,4.67,355.35,0.03,20,0.21,19.74,7,13,6,8,9,0
9,0,0,5,5,3,28,39.09,14.71,8458.55,0.19,115,0.07,469.92,43,72,19,13,34,0
1,0,0,1,1,1,4,18.08,4,289.36,0.02,19,0.25,16.07,8,11,7,7,9,0
21,0,4,11,11,5,52,43.7,19.29,16252.03,0.28,163,0.05,902.89,54,109,21,15,63,0
1,0,0,1,1,1,4,13.84,3,124.54,0.01,12,0.33,6.92,5,7,5,6,7,0
3,0,0,2,2,1,21,39.2,9.26,3363.54,0.12,74,0.11,186.86,32,42,19,11,28,0
37,0,7,19,19,12,61,42.59,29.25,36434.54,0.42,231,0.03,2024.14,78,153,24,18,77,1
1,0,1,1,1,1,9,17.98,5.79,601.71,0.03,26,0.17,33.43,9,17,7,9,14,0
7,0,0,4,4,1,22,42.3,9,3426.62,0.13,81,0.11,190.37,34,47,17,9,29,0
15,0,1,8,8,5,34,32.04,17,9259.3,0.18,111,0.06,514.4,34,77,15,15,41,0
1,0,0,1,1,1,14,19.44,10.29,2057.13,0.07,50,0.1,114.29,16,34,7,9,18,0
1,0,0,1,1,1,8,28,3,252,0.03,21,0.33,14,10,11,10,6,14,0
1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,5,4,0
1,0,0,1,1,1,6,21.58,3,194.18,0.02,17,0.33,10.79,8,9,8,6,11,0
1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,5,4,0
1,0,0,1,1,1,3,7.74,1.5,17.41,0,5,0.67,0.97,2,3,2,3,6,0
3,0,0,2,2,1,14,19.71,6.43,814.57,0.04,31,0.16,45.25,9,22,7,10,18,0
5,0,0,3,3,1,8,13.44,8.33,933.33,0.04,28,0.12,51.85,10,18,6,10,13,1
5,0,0,3,3,1,8,13.44,8.33,933.33,0.04,28,0.12,51.85,10,18,6,10,13,1
5,0,0,3,3,1,8,13.44,8.33,933.33,0.04,28,0.12,51.85,10,18,6,10,13,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9,1,0,5,5,1,36,35.3,17,10202.14,0.2,117,0.06,566.79,51,66,21,14,43,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,0,0,1,1,1,6,23.22,0.5,5.8,0,5,2,0.32,4,1,4,1,8,0
1,0,0,1,1,1,6,23.22,0.5,5.8,0,5,2,0.32,4,1,4,1,10,0
1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,3,0
1,0,0,1,1,1,2,18.09,1,18.09,0.01,7,1,1.01,4,3,4,2,5,0
1,0,0,1,1,1,5,14.4,2.5,90,0.01,12,0.4,5,5,7,4,4,7,0
1,0,0,1,1,1,2,18.09,1,18.09,0.01,7,1,1.01,4,3,4,2,3,0
1,0,0,1,1,1,5,13.32,3.5,163.12,0.02,13,0.29,9.06,5,8,5,7,9,1
1,0,0,1,1,1,8,20.76,3.33,230.63,0.02,20,0.3,12.81,8,12,6,5,13,0
3,0,0,2,2,1,13,35.32,5.43,1040.96,0.06,43,0.18,57.83,19,24,14,8,16,1
1,0,0,1,1,1,7,31.02,0.5,7.75,0.01,6,2,0.43,5,1,5,1,11,0
1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,3,0
1,0,0,1,1,1,0,13.93,1,13.93,0,6,1,0.77,3,3,3,2,4,0
1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,3,0
3,0,1,2,2,1,31,70.66,11.6,9507.73,0.27,152,0.09,528.21,58,94,30,12,39,0
12,0,4,7,6,3,71,50.21,29.86,44757.43,0.5,257,0.03,2486.52,95,162,35,22,93,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,1,15,69.59,3.14,687.42,0.07,46,0.32,38.19,22,24,21,6,23,1
1,0,0,1,1,1,0,4.75,1,4.75,0,3,1,0.26,1,2,1,2,4,0
1,0,0,1,1,1,8,20.76,3.33,230.63,0.02,20,0.3,12.81,8,12,6,5,13,0
1,0,0,1,1,1,18,64.87,4.74,1454.65,0.1,67,0.21,80.81,23,44,17,7,23,1
1,0,0,1,1,1,1,18.09,1,18.09,0.01,7,1,1.01,4,3,4,2,4,0
1,0,0,1,1,1,1,18.09,1,18.09,0.01,7,1,1.01,4,3,4,2,2,0
1,0,0,1,1,1,7,15.78,4,252.47,0.02,19,0.25,14.03,8,11,5,5,10,0
1,0,0,1,1,1,16,58.94,4.38,1128.06,0.09,57,0.23,62.67,20,37,16,7,20,0
1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,0
1,0,0,1,1,1,9,20.76,3.33,230.63,0.02,20,0.3,12.81,8,12,6,5,14,0
1,0,0,1,1,1,18,25.75,3.33,286.12,0.03,21,0.3,15.9,16,5,12,5,30,1
1,0,0,1,1,1,11,16.84,2,67.38,0.01,12,0.5,3.74,10,2,5,2,13,0
10,0,1,6,6,3,71,165.42,10.89,19613.39,0.6,298,0.09,1089.63,98,200,54,12,78,1
12,0,1,7,7,3,78,154.03,12.29,23269.16,0.63,311,0.08,1292.73,104,207,55,13,84,1
1,0,0,1,1,1,12,26.22,1.57,64.76,0.01,13,0.64,3.6,11,2,7,2,15,0
1,0,0,1,1,1,28,2.77,39,4212,0.04,54,0.03,234,26,28,1,3,30,1
1,0,0,1,1,1,14,22.2,2.67,157.89,0.02,16,0.38,8.77,12,4,9,4,24,0
5,0,0,3,3,1,30,40.76,13,6889.27,0.18,108,0.08,382.74,39,69,18,12,35,1
5,0,0,3,3,3,15,24.39,9.27,2097.29,0.08,50,0.11,116.52,17,33,11,12,19,0
1,0,0,1,1,1,13,35.36,5.5,1069.68,0.06,45,0.18,59.43,11,34,10,10,17,0
17,0,4,9,9,8,50,58.5,18.57,20176.5,0.36,199,0.05,1120.92,65,134,28,16,63,0
1,0,0,1,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,5,6,0
7,0,0,4,4,1,20,17.26,13.5,3145.3,0.08,57,0.07,174.74,24,33,8,9,25,1
1,0,0,1,1,1,4,9.6,2.5,60,0.01,8,0.4,3.33,3,5,3,5,9,0
1,0,0,1,1,1,4,9.6,2.5,60,0.01,8,0.4,3.33,3,5,3,5,9,0
1,0,0,1,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,5,6,0
1,0,0,1,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,5,6,0
1,0,0,1,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,5,6,0
1,0,0,1,1,1,4,9.6,2.5,60,0.01,8,0.4,3.33,3,5,3,5,10,0
1,0,0,1,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,5,6,0
13,0,0,7,3,7,14,25.13,9.58,2307.76,0.08,54,0.1,128.21,23,31,12,10,20,1
1,0,0,1,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,5,6,0
1,0,0,1,1,1,4,9.6,2.5,60,0.01,8,0.4,3.33,3,5,3,5,10,0
16,0,5,9,9,1,73,52.56,22.65,26954.95,0.4,212,0.04,1497.5,78,134,31,18,87,0
10,0,2,6,6,1,45,27.12,24.59,16398.39,0.22,129,0.04,911.02,44,85,17,19,51,0
27,0,5,14,9,10,74,36.77,34.83,44593.23,0.43,239,0.03,2477.4,89,150,23,18,88,0
11,0,3,6,6,1,48,39.07,21.88,18709.51,0.29,176,0.05,1039.42,62,114,17,12,59,0
27,0,26,14,14,1,85,52.25,30.72,49320.73,0.54,289,0.03,2740.04,99,190,29,18,119,1
15,0,6,8,8,5,85,51.86,30.88,49456.13,0.53,277,0.03,2747.56,100,177,34,21,99,1
89,0,9,45,45,7,262,116.45,44.9,234743.54,1.74,794,0.02,13041.31,285,509,73,23,288,1
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
12,0,0,7,7,3,52,43.01,15.6,10466.11,0.22,133,0.06,581.45,48,85,20,13,56,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
5,1,1,3,3,1,18,24.99,7.65,1462.35,0.06,45,0.13,81.24,17,28,10,9,25,1
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,6,16.32,4.67,355.35,0.03,20,0.21,19.74,7,13,6,8,9,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
7,0,0,4,4,1,31,25.32,14.31,5182.54,0.12,78,0.07,287.92,31,47,13,12,35,1
27,0,2,14,14,1,88,53.32,30.12,48369.03,0.54,273,0.03,2687.17,109,164,38,21,97,1
7,0,0,4,4,1,30,23.08,14.5,4853.18,0.11,73,0.07,269.62,29,44,12,12,33,1
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,1,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,16,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,16,0
3,0,0,2,2,1,13,16.56,6.67,736.09,0.04,29,0.15,40.89,10,19,6,8,18,0
1,0,0,1,1,1,4,11.23,2,44.92,0.01,8,0.5,2.5,3,5,3,4,7,0
1,0,0,1,1,1,4,13.5,2,54,0.01,9,0.5,3,4,5,4,4,8,0
3,0,0,2,2,1,10,15.06,7.33,809.7,0.04,29,0.14,44.98,11,18,6,8,14,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,16,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,16,0
3,0,0,2,2,1,12,15.23,6,548.26,0.03,24,0.17,30.46,9,15,6,8,17,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,17,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,17,0
1,0,0,1,1,1,4,11.23,2,44.92,0.01,8,0.5,2.5,3,5,3,4,7,0
3,0,0,2,2,1,12,15.23,6,548.26,0.03,24,0.17,30.46,9,15,6,8,17,0
1,0,2,1,1,1,4,12.4,3.75,174.4,0.02,14,0.27,9.69,5,9,4,6,9,0
3,0,0,2,2,1,8,11.35,6,408.69,0.02,19,0.17,22.7,6,13,4,8,14,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,16,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,17,0
3,0,0,2,2,1,12,15.23,6,548.26,0.03,24,0.17,30.46,9,15,6,8,17,0
3,0,0,2,2,1,11,14.28,5.33,406.12,0.03,20,0.19,22.56,8,12,6,8,17,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,17,0
3,0,0,2,2,1,11,14.28,5.33,406.12,0.03,20,0.19,22.56,8,12,6,8,17,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,16,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,17,0
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,17,1
3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,8,17,5,8,17,0
17,0,2,9,9,5,42,35.23,18.28,11773.96,0.21,130,0.05,654.11,39,91,16,15,49,0
3,0,0,2,2,1,7,21.02,6.22,813.86,0.04,32,0.16,45.21,14,18,9,8,13,0
5,0,2,3,3,1,38,37.74,16,9661.93,0.2,127,0.06,536.77,40,87,15,12,44,1
1,0,0,1,1,1,8,28,3,252,0.03,21,0.33,14,10,11,10,6,14,0
1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,5,4,0
1,0,0,1,1,1,0,5.8,2,23.22,0,5,0.5,1.29,1,4,1,4,2,0
1,0,0,1,1,1,0,5.8,2,23.22,0,5,0.5,1.29,1,4,1,4,2,0
1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,2,3,2,3,2,0
1,0,0,1,1,1,4,4.44,4.5,90,0.01,10,0.22,5,3,7,1,3,6,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,2,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,2,0
1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,2,3,2,3,2,0
1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,2,3,2,3,2,0
29,0,0,15,15,9,72,53.35,25.26,34029.33,0.45,230,0.04,1890.52,89,141,37,21,84,1
31,1,0,16,16,9,82,54.5,27.64,41638.64,0.5,254,0.04,2313.26,98,156,39,22,95,1
26,0,11,14,13,8,110,70.65,28.71,58255.33,0.68,331,0.03,3236.41,134,197,49,21,132,1
5,0,3,3,3,1,43,54.62,14.09,10838.4,0.26,150,0.07,602.13,54,96,23,12,56,1
5,0,2,3,3,1,46,48.4,21,21346.25,0.34,191,0.05,1185.9,70,121,25,15,58,1
7,0,0,4,1,1,22,22.36,12.46,3472.18,0.09,60,0.08,192.9,27,33,13,12,28,0
7,0,0,4,1,1,22,22.36,12.46,3472.18,0.09,60,0.08,192.9,27,33,13,12,28,0
5,0,2,3,3,1,18,24.4,9.9,2391.62,0.08,55,0.1,132.87,18,37,10,11,23,0
13,0,4,7,6,1,66,67.19,17.71,21062.86,0.4,213,0.06,1170.16,86,127,34,14,78,1
1,0,0,1,1,1,0,12.06,1.5,27.14,0.01,7,0.67,1.51,3,4,3,3,4,0
1,0,0,1,1,1,0,12.06,1.5,27.14,0.01,7,0.67,1.51,3,4,3,3,4,0
1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,2,4,0
3,0,0,2,1,1,31,74.84,9.81,7209.3,0.24,141,0.1,400.52,53,88,27,10,35,0
1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,1,3,1,3,4,0
1,0,0,1,1,1,0,12.06,1.5,27.14,0.01,7,0.67,1.51,3,4,3,3,4,0
1,0,0,1,1,1,0,12.06,1.5,27.14,0.01,7,0.67,1.51,3,4,3,3,4,0
1,0,0,1,1,1,2,8.15,3.5,99.85,0.01,9,0.29,5.55,2,7,2,7,4,0
5,0,7,3,3,1,33,40.66,11.76,5624.8,0.16,94,0.09,312.49,38,56,21,13,47,0
1,0,0,1,1,1,2,9.6,2.5,60,0.01,8,0.4,3.33,3,5,3,5,4,0
8,0,1,5,5,3,37,45.68,10.74,5266.05,0.16,99,0.09,292.56,34,65,19,12,41,0
8,0,1,5,5,3,37,56.16,12.15,8293.01,0.23,132,0.08,460.72,43,89,23,13,41,0
8,0,0,5,5,3,49,81.84,12,11784.37,0.33,174,0.08,654.69,56,118,35,15,53,0
7,0,0,4,4,3,12,13.14,16.63,3632.76,0.07,49,0.06,201.82,19,30,8,14,15,0
3,0,0,2,2,1,10,16.21,11,1962.54,0.06,42,0.09,109.03,16,26,8,11,14,0
16,0,0,9,9,1,74,68.06,15.76,16898.58,0.36,191,0.06,938.81,65,126,33,16,82,0
8,0,1,5,5,3,38,45.65,11.05,5574.06,0.17,100,0.09,309.67,34,66,20,13,41,0
11,0,4,6,5,1,50,49.98,16.37,13409.92,0.27,156,0.06,745,63,93,25,13,60,0
1,0,2,1,1,1,6,15.5,4.67,337.59,0.02,19,0.21,18.75,7,12,6,8,12,0
